dataset,model,init,norm,seed,auc,auprc,val_auprc,best_epoch,train_time_s,mad,boot_auc_mean,boot_auc_std,boot_auprc_mean,boot_auprc_std,f1@90,prec@90,rec@90,f1@99,prec@99,rec@99,f1@99.9,prec@99.9,rec@99.9
yelp,GCN,kaiming,layer,0,0.6073087563416955,0.2223303544584575,0.2653162079753079,294,166.5,0.00014221124001778662,0.6075665160048056,0.0082911441998434,0.22265474654339534,0.008599972528567468,0.225177304964539,0.27608695652173915,0.19011976047904192,0.05182072829131653,0.40217391304347827,0.027694610778443114,0.007429420505200594,0.5,0.0037425149700598802
yelp,GCN,kaiming,layer,1,0.6049478182128615,0.24652112047485158,,-1,66.6,0.00027276898617856205,0.6056944920076327,0.007753257260781807,0.24831213373405137,0.011080395879729156,0.25177304964539005,0.30869565217391304,0.2125748502994012,0.07703081232492998,0.5978260869565217,0.04116766467065868,0.01188707280832095,0.8,0.005988023952095809
yelp,GCN,kaiming,layer,2,0.6064675479743161,0.24147825052789437,,-1,66.6,0.0003203028463758528,0.6043775089733515,0.0090197421321933,0.23944134987012397,0.011075934825929657,0.24468085106382978,0.3,0.20658682634730538,0.07563025210084033,0.5869565217391305,0.040419161676646706,0.01188707280832095,0.8,0.005988023952095809
yelp,GCN,kaiming,layer,3,0.6068166937509909,0.25012416974871676,,-1,66.6,0.0002500490809325129,0.6068068427576803,0.008354068601087618,0.25147288064308554,0.012011963319819765,0.24556737588652483,0.3010869565217391,0.20733532934131738,0.07703081232492998,0.5978260869565217,0.04116766467065868,0.014858841010401188,1.0,0.0074850299401197605
yelp,GCN,kaiming,layer,4,0.6221506674786882,0.26639341235811465,,-1,66.6,0.00033823386183939874,0.6229920178275976,0.009339978206209881,0.26879596472117934,0.013624108813678782,0.26595744680851063,0.32608695652173914,0.2245508982035928,0.08683473389355742,0.6739130434782609,0.04640718562874251,0.014858841010401188,1.0,0.0074850299401197605
yelp,GCN,kaiming,graph,0,0.6489354698190177,0.274886408519956,0.2780343275241366,298,170.1,0.02527312934398651,0.6494199511246904,0.008872213823073056,0.2753277042423343,0.010017878637198838,0.25975177304964536,0.3184782608695652,0.21931137724550898,0.08823529411764706,0.6847826086956522,0.04715568862275449,0.008915304606240713,0.6,0.004491017964071856
yelp,GCN,kaiming,graph,1,0.636943939259973,0.269121435813583,,-1,68.2,0.02330603264272213,0.6367764897927353,0.007419993967624444,0.27062308390925716,0.012002512765657931,0.2695035460992908,0.33043478260869563,0.2275449101796407,0.0742296918767507,0.5760869565217391,0.03967065868263473,0.01188707280832095,0.8,0.005988023952095809
yelp,GCN,kaiming,graph,2,0.6439786383190848,0.28555897060531577,,-1,68.2,0.024190779775381088,0.6422242062672376,0.009563943505883486,0.283071892343222,0.012989228311016668,0.2730496453900709,0.3347826086956522,0.23053892215568864,0.09243697478991597,0.717391304347826,0.04940119760479042,0.01337295690936107,0.9,0.006736526946107785
yelp,GCN,kaiming,graph,3,0.6359280865458492,0.2785329691339071,,-1,68.2,0.020562775433063507,0.635311167141775,0.00829639963119027,0.27970698981464454,0.012508574590818304,0.2641843971631206,0.3239130434782609,0.22305389221556887,0.0896358543417367,0.6956521739130435,0.04790419161676647,0.01483679525222552,0.8333333333333334,0.0074850299401197605
yelp,GCN,kaiming,graph,4,0.6497262285510446,0.297927285746029,,-1,68.2,0.017752228304743767,0.6502193821454978,0.008920065571875198,0.3008417139217668,0.014304086028888375,0.28634751773049644,0.35108695652173916,0.24176646706586827,0.09657102869139259,0.7419354838709677,0.051646706586826345,0.011878247958426132,0.7272727272727273,0.005988023952095809
yelp,GCN,kaiming,pair,0,0.6031585473401466,0.23506081663265538,0.24113440906400124,299,167.6,0.0036751076113432646,0.6033642178160806,0.00886402577978061,0.23534631611066556,0.009406432241538277,0.21897163120567376,0.2684782608695652,0.18488023952095808,0.08123249299719888,0.6304347826086957,0.04341317365269461,0.008915304606240713,0.6,0.004491017964071856
yelp,GCN,kaiming,pair,1,0.6000363389819139,0.2419515102224693,,-1,67.1,0.003824783256277442,0.6005759515044014,0.007914273982114509,0.24312796215065763,0.010237742642137258,0.23138297872340424,0.28369565217391307,0.19535928143712575,0.0784313725490196,0.6086956521739131,0.041916167664670656,0.01337295690936107,0.9,0.006736526946107785
yelp,GCN,kaiming,pair,2,0.5922843404331866,0.23539074683880545,,-1,67.1,0.0036338611971586943,0.5902717380132215,0.008980635285905711,0.23307282888609418,0.011151472259828519,0.21719858156028368,0.266304347826087,0.18338323353293412,0.08403361344537816,0.6521739130434783,0.04491017964071856,0.008915304606240713,0.6,0.004491017964071856
yelp,GCN,kaiming,pair,3,0.586340334859812,0.2275910942507101,,-1,67.1,0.002856934443116188,0.5857955214924755,0.008128373722148622,0.22849596959371202,0.0109380249720834,0.20833333333333334,0.2554347826086957,0.17589820359281438,0.07977606717984605,0.6129032258064516,0.04266467065868264,0.008915304606240713,0.6,0.004491017964071856
yelp,GCN,kaiming,pair,4,0.6099264207074648,0.2636615252511031,,-1,67.1,0.0038725787308067083,0.6112719690776781,0.009502181031326279,0.2665398977927021,0.013632300334655921,0.2375886524822695,0.29130434782608694,0.20059880239520958,0.09243697478991597,0.717391304347826,0.04940119760479042,0.014858841010401188,1.0,0.0074850299401197605
yelp,GAT,default,none,0,0.5667997952669,0.20254011885257434,0.20683735486102914,299,292.8,5.51962002646178e-05,0.5665368054453799,0.008437652988398726,0.20278632504103808,0.00817981384676106,0.19680851063829788,0.24130434782608695,0.1661676646706587,0.05318404478656403,0.40860215053763443,0.02844311377245509,0.008915304606240713,0.6,0.004491017964071856
yelp,GAT,default,none,1,0.5652187541922264,0.21076064362799035,,-1,121.9,7.342944445554167e-05,0.5664081426013343,0.007345336627054485,0.21260113325275534,0.00966843171039844,0.20912715994683206,0.256243213897937,0.17664670658682635,0.046218487394957986,0.358695652173913,0.02470059880239521,0.014858841010401188,1.0,0.0074850299401197605
yelp,GAT,default,none,2,0.5607057746777322,0.20528595842089772,,-1,121.9,8.109236659947783e-05,0.5588968268941215,0.008096444841102604,0.2041299439595683,0.008834866857007432,0.18971631205673758,0.2326086956521739,0.1601796407185629,0.07282913165266107,0.5652173913043478,0.038922155688622756,0.01337295690936107,0.9,0.006736526946107785
yelp,GAT,default,none,3,0.5685472867909802,0.2184044904416228,,-1,122.0,6.693262548651546e-05,0.5693609008704754,0.008014413175034384,0.2202043099878506,0.010341740377926179,0.2074468085106383,0.2543478260869565,0.1751497005988024,0.08123249299719888,0.6304347826086957,0.04341317365269461,0.014858841010401188,1.0,0.0074850299401197605
